,L1,L2,L3,L4,L5,L6,L7,L8,U1,U2,U3,U4,U5,U6,U7,U8,T1,T2,T3,T4,T5,T6,T7,T8
YMR243C,464,11626,220,2540,185,2093,149,2164,1080,236,850,463,634,195,936,305,740,1087,743,744,1100,4148,990,851
snR85,776,339,281,212,271,324,133,145,1788,1078,542,805,705,1411,466,667,594,591,721,370,667,3596,555,558
YMR145C,1067,75315,1718,17909,1254,13436,1407,16826,4070,1068,2560,1819,1587,691,2635,1219,1242,2129,1926,1772,2353,13505,2169,3510
YML071C,43,2975,68,618,38,414,61,663,111,7,125,25,67,4,175,3,58,130,78,103,125,595,133,176
YMR015C,112,8572,183,1972,185,1720,192,2621,243,12,142,28,116,12,258,31,97,126,80,123,167,980,168,301
YML070W,271,3666,171,912,102,1017,78,1103,975,234,550,515,248,145,375,277,211,333,428,332,321,1626,360,453
YMR125W,478,17358,343,4101,206,2675,232,3829,1430,235,1143,603,569,133,1198,272,611,928,1044,1069,804,4962,1119,1531
YML072C,146,12942,368,2024,319,2089,389,3215,505,212,350,344,199,183,489,301,182,270,242,181,319,1842,313,438
YML105C,80,3992,71,896,56,683,66,1058,325,77,214,168,150,49,218,100,147,287,128,219,190,1359,207,256
YMR119W-A,2,75,1,19,0,7,1,20,6,0,7,1,0,0,3,0,3,4,4,3,3,15,5,4
YMR069W,4,251,6,68,2,66,4,98,12,1,7,3,4,0,11,1,9,16,4,6,9,67,10,27
YMR293C,67,1904,32,478,32,239,26,462,182,25,124,54,70,17,112,48,66,82,89,106,77,404,103,101
YML124C,510,7687,198,2050,153,1358,174,1982,1026,304,819,761,589,288,1006,553,733,1119,738,774,987,4060,957,860
YMR090W,41,783,44,283,10,188,26,297,97,21,98,80,47,1,86,23,62,56,118,124,72,366,104,144
YML029W,98,4688,90,947,84,691,73,857,263,13,221,27,100,8,281,7,158,287,205,226,284,1113,281,215
YMR171C,53,3508,79,852,56,543,70,861,110,18,126,18,95,2,197,6,70,134,77,125,119,779,170,197
YMR102C,26,2289,73,464,80,379,88,666,107,6,108,6,78,3,174,3,57,64,88,47,155,398,169,122
YMR188C,508,4794,154,1185,93,704,90,1203,1075,185,691,569,330,98,699,182,629,808,703,617,537,2625,708,557
YMR269W,26,1444,62,290,50,186,61,340,27,4,41,26,29,3,64,16,36,57,31,49,54,273,86,70
YMR128W,53,6658,148,1543,100,732,150,1602,129,9,183,23,107,5,263,5,88,149,71,145,138,945,172,316
YMR039C,48,2794,103,589,80,491,90,878,118,13,94,36,57,9,128,16,59,98,61,88,83,564,104,112
YMR230W,753,8856,503,2739,294,1711,308,2660,1594,647,1913,2359,719,553,2397,1872,737,1297,1583,1809,1048,5422,2371,2185
YMR267W,556,8876,192,2242,101,1518,105,2008,1187,295,734,585,395,143,670,228,573,752,707,603,523,2731,577,829
YMR247C,373,8150,223,1717,166,1455,159,1797,517,82,615,181,331,39,662,74,456,592,451,411,532,2855,577,606
YMR152W,23,1472,64,314,31,279,33,388,26,19,19,19,11,7,22,10,14,18,12,35,18,161,21,38
YMR251W-A,1361,16198,1353,4568,1027,6885,1007,6662,8363,1289,4424,3000,2313,879,4895,2073,2401,2468,4196,2303,3462,13767,4862,3149
YMR146C,125,10883,371,2656,214,1947,290,3123,327,144,161,180,142,100,244,170,100,181,105,164,177,1264,155,254
YMR228W,107,2464,65,553,36,402,39,527,180,31,168,81,77,16,133,25,101,151,119,156,133,715,155,192
YMR032W,9,1936,34,376,17,347,31,622,73,2,48,3,25,0,52,1,29,26,33,45,39,426,50,118
YMR001C-A,28,311,5,68,3,41,3,90,10,3,17,0,9,0,26,3,12,31,12,22,19,89,34,30
YMR153W,82,4828,82,1011,57,721,60,936,262,15,202,52,177,10,273,9,208,300,141,241,229,1148,207,256
YMR056C,104,1182,45,368,34,298,22,356,365,87,168,175,131,50,127,55,166,196,169,169,209,868,157,196
YMR282C,392,5920,75,1463,61,761,55,1125,553,59,446,147,282,21,444,61,436,565,409,460,377,1761,516,420
YMR234W,7,802,13,205,12,174,30,292,18,8,15,7,9,3,23,14,2,7,4,15,17,108,21,33
YMR323W,0,15,0,3,0,2,0,2,3,0,1,1,0,0,0,1,0,2,1,0,1,3,0,6
YMR062C,138,2556,61,543,60,503,36,537,389,108,196,160,179,90,262,122,148,248,192,189,306,1032,275,239
YMR038C,75,12028,137,3473,83,2610,90,3583,475,171,272,342,222,134,335,203,161,561,244,509,251,4015,238,729
YMR049C,63,10918,216,1997,188,1834,208,2770,242,44,151,82,159,33,267,73,83,193,98,171,286,1752,240,431
YMR147W,12,591,17,146,2,69,10,112,32,4,13,5,8,0,4,7,19,15,14,15,10,88,6,22
YML067C,409,3803,83,988,60,608,49,1006,738,173,489,330,252,36,461,125,412,568,501,448,364,1747,508,424
YML107C,10,1565,14,333,7,221,10,307,120,3,45,4,23,3,34,1,34,87,35,47,44,326,38,68
YMR231W,24,3254,75,804,41,417,50,696,91,8,98,14,55,1,113,7,48,51,58,70,67,363,66,79
YMR081C,84,1042,88,298,166,764,215,1038,74,2,100,8,217,9,351,10,41,28,94,29,215,658,329,102
YML051W,48,9188,246,1889,231,1910,286,2391,218,47,75,62,105,22,179,42,69,119,65,102,169,1041,132,197
YMR314W,54,2048,64,872,19,285,39,855,199,46,114,92,71,42,96,56,45,83,96,101,74,542,82,174
YMR113W,160,2713,25,696,45,368,14,564,233,2,186,19,143,4,240,11,166,205,183,219,194,858,269,193
YMR263W,48,795,19,262,11,114,19,247,56,5,88,33,48,12,118,8,71,73,93,106,69,387,116,86
YML034W,33,1749,62,579,27,294,44,691,80,14,102,39,42,3,138,22,50,60,87,76,56,417,92,131
YMR131C,563,20386,278,4562,331,3092,266,4426,1034,259,848,511,651,261,1238,374,624,1333,736,1127,1217,6822,1303,1508
YMR310C,3,1034,22,157,6,115,19,187,7,1,2,1,3,1,9,2,8,5,5,3,13,46,7,6
YMR034C,58,2277,72,452,28,287,29,378,143,12,88,6,54,1,91,2,65,78,71,62,78,332,80,83
YML103C,313,8987,301,1792,158,1214,200,1719,373,61,443,118,257,19,501,43,262,414,390,351,357,1962,506,510
YMR306W,8,594,14,143,18,86,27,110,45,6,45,13,25,1,45,6,24,37,38,32,32,156,39,40
YMR169C,53,484,23,109,24,162,14,195,105,21,109,68,51,6,64,16,63,56,57,35,61,271,67,85
YMR186W,7180,188001,4157,46093,2421,26310,2364,44558,21516,5250,13662,12478,6266,4800,12299,9843,6826,12634,9550,12970,8325,61864,10527,18886
YML059C,55,3011,102,582,80,624,85,937,154,28,113,49,129,30,184,28,89,126,106,93,187,875,202,207
YML086C,91,9333,212,2375,112,1807,118,2252,710,241,404,398,212,158,341,270,149,331,268,253,240,1824,216,404
YMR013C,20,913,9,215,9,193,11,282,58,2,37,2,27,1,65,2,42,36,30,45,72,284,71,52
YMR127C,56,1513,40,375,24,255,30,335,84,3,67,10,46,3,73,8,37,62,32,74,70,425,95,99
YMR153C-A,3,76,1,8,2,18,3,22,1,1,1,2,1,0,0,0,1,0,1,8,0,17,3,0
YMR212C,299,8200,113,1923,110,1406,109,1777,506,72,472,131,329,44,642,73,322,635,415,461,545,2724,648,647
YMR296C,14,3122,98,525,74,463,80,616,49,15,20,11,17,2,33,10,15,28,10,25,29,137,21,22
YMR101C,1,24,0,2,0,3,0,12,3,0,1,0,0,0,1,0,1,2,0,3,0,4,1,0
YMR166C,19,2436,53,394,34,298,19,461,71,29,60,26,19,4,25,4,17,53,24,27,29,194,37,51
YMR061W,214,4613,64,1020,88,853,72,1231,390,53,402,111,294,37,570,76,284,375,251,306,483,1863,496,417
YMR288W,93,4375,64,883,60,536,51,722,175,7,179,14,119,3,229,4,120,158,132,123,191,822,180,183
YMR265C,33,1166,29,341,16,342,32,489,82,2,63,11,98,6,163,1,16,62,52,43,113,503,105,129
YML116W,15,5825,21,1764,10,1267,13,1892,68,18,44,31,41,4,50,14,24,212,43,294,68,1620,62,500
YML130C,696,23976,207,5951,153,5225,178,7807,1033,66,890,190,589,29,1041,44,674,1211,709,1085,650,6618,782,2222
YMR273C,61,2661,72,522,62,261,68,536,81,5,84,14,68,3,85,17,51,78,60,45,59,347,70,74
YMR292W,25,1284,24,332,19,257,16,267,126,24,67,58,61,22,72,23,31,89,60,71,81,366,70,89
YMR137C,49,1779,43,406,25,211,26,349,86,5,86,12,44,4,76,4,38,71,56,93,44,316,85,110
YML076C,9,1523,38,284,20,187,32,319,29,4,16,2,7,5,17,0,16,15,10,16,9,85,23,22
tR(UCU)M2,1,2,0,2,1,0,0,1,2,0,1,0,0,0,0,3,0,1,0,0,1,3,2,1
YMR022W,16,762,27,212,11,130,15,243,40,10,30,18,9,7,23,7,10,24,26,19,18,155,25,34
YML062C,58,2307,88,507,50,284,89,560,66,6,131,18,75,4,223,11,63,139,83,130,105,515,218,152
YMR086C-A,1,58,1,22,0,27,0,14,2,1,0,0,2,0,1,0,0,3,0,4,5,21,4,8
YML035C,163,8541,198,1841,145,1454,129,1996,373,75,386,199,307,58,559,118,228,457,260,309,440,2267,418,537
YMR173W,24,234,22,69,8,84,10,140,29,7,24,16,13,10,33,24,6,13,20,28,14,142,41,46
YMR194C-A,1,7,0,2,0,13,0,5,1,0,1,3,0,1,1,5,0,1,1,0,2,12,2,6
YMR093W,127,7374,98,1662,90,1107,80,1641,233,13,227,12,153,3,305,11,118,199,149,171,201,1140,226,290
YML036W,27,1136,30,230,23,186,10,252,59,11,68,45,26,11,68,17,28,71,64,76,38,306,66,80
YMR307W,506,49384,1514,10075,1202,8678,1347,11066,1828,703,1247,873,1037,673,1592,948,638,1230,794,924,1536,8907,1231,1596
YML116W-A,6,229,9,54,3,42,3,65,15,0,16,0,8,0,20,0,6,11,12,12,19,44,9,14
YMR021C,95,2586,32,536,43,407,36,472,256,17,151,17,107,7,166,8,133,179,123,125,182,725,196,144
YMR135C,102,3262,79,726,60,561,56,571,334,16,237,27,113,10,218,14,174,141,154,95,159,750,223,125
YMR121C,10,1140,14,231,21,143,14,204,63,8,17,9,11,1,34,4,21,19,8,21,29,91,10,28
YMR129W,168,7115,182,1810,123,1108,180,2041,291,65,386,128,186,40,470,80,159,357,226,299,284,1761,361,448
YMR045C,190,3141,230,563,101,282,127,676,243,111,171,78,46,23,189,56,136,178,126,59,64,832,169,183
YMR050C,66,3795,323,657,128,374,140,790,21,143,245,140,12,78,218,34,165,88,186,47,93,916,141,247
YML045W,372,6611,296,963,288,842,329,1428,493,289,342,241,242,107,514,284,132,417,328,290,327,1585,394,216
YML039W,697,9000,1050,1769,558,1364,791,2869,1154,745,1196,1268,845,537,1628,1610,615,855,835,626,848,4573,1206,1452
YBR225W,21,1831,48,352,20,257,29,349,59,7,38,7,29,2,29,2,24,38,31,24,44,203,14,47
YBR182C-A,0,3,0,1,2,4,0,3,3,0,0,0,0,0,2,0,0,3,1,0,3,6,1,3
YBL055C,102,2851,27,771,31,392,41,695,229,22,127,59,117,9,211,37,98,192,138,166,202,784,195,214
YBR293W,10,804,18,167,9,137,10,140,59,4,34,16,24,2,34,5,29,27,26,21,28,203,30,46
YBR115C,190,10752,330,2255,303,1826,305,2438,548,129,536,293,364,157,772,254,357,442,429,365,626,2957,639,672
YBR031W,231,16666,1002,3316,434,2946,603,3730,812,362,302,266,338,212,460,341,208,333,182,177,357,1865,321,330
YBR241C,32,1080,77,211,29,196,19,194,112,35,39,31,30,16,47,12,46,39,37,26,37,190,34,46
YBR182C,21,500,12,126,8,40,8,62,39,0,28,2,8,1,26,4,11,20,24,7,13,71,26,22
YBL037W,58,4407,68,691,55,641,63,760,170,2,151,12,124,6,155,7,83,134,95,110,125,742,170,209
YBR019C,6283,425182,7599,83805,7434,74257,8100,110464,21148,5099,14451,7169,15047,3317,22250,5333,11795,15552,11001,11251,17958,91464,16648,22177
YBR022W,47,1642,21,514,24,245,12,463,163,13,142,59,51,19,130,14,81,122,100,98,94,499,131,93
YBR119W,14,713,11,142,16,146,12,211,21,1,12,4,10,1,38,5,12,17,14,23,12,92,30,13
YBL022C,259,15833,583,3326,252,2062,302,3303,1024,306,775,680,313,174,703,287,447,751,547,640,546,3470,662,769
snR161,747,121,65,64,83,131,43,47,602,625,386,570,349,723,329,377,416,324,375,277,372,2257,507,363
YBR243C,17,1955,53,465,28,394,43,457,93,26,46,28,55,17,73,23,37,70,37,41,86,445,56,82
YBR234C,16,2596,103,620,65,619,60,814,116,37,44,36,28,18,47,35,32,21,30,34,35,214,33,62
YBR179C,108,5544,130,1092,80,767,106,1011,196,36,185,69,133,13,192,16,129,234,135,167,189,1026,169,255
YBR247C,70,9486,135,1651,91,1169,127,1749,347,33,149,45,190,30,317,34,173,354,188,277,437,1819,424,432
YBL086C,11,928,20,157,21,170,18,234,49,3,36,2,33,0,74,2,23,19,24,13,70,163,66,39
YBR227C,29,2701,81,772,60,458,73,821,106,4,100,18,54,3,128,16,48,47,40,69,75,376,76,125
YBR218C,589,14785,658,2926,503,3227,548,4070,1609,658,1390,1190,962,704,1705,1157,950,1209,1066,1028,1486,7281,1493,1573
YBR244W,14,1078,10,342,9,216,7,341,71,13,36,43,32,13,56,25,41,114,24,86,58,473,58,121
YBR160W,83,4418,61,963,39,657,26,775,341,31,202,45,119,6,194,12,157,293,155,183,199,1089,219,225
YBL080C,149,2056,68,532,26,305,42,435,215,50,181,66,90,11,147,24,174,192,152,166,161,654,179,165
YBR083W,6,464,6,72,11,57,13,78,10,1,2,0,6,0,3,0,6,12,4,1,7,32,9,7
YBR294W,231,7642,403,1644,21,106,29,167,772,78,689,178,48,13,77,24,315,369,470,264,53,200,78,60
YBR091C,17,1428,24,377,13,249,14,368,66,12,47,31,39,4,61,14,33,60,39,65,58,401,72,91
YBR284W,8,351,10,96,7,67,13,109,47,2,20,7,6,0,31,1,17,22,19,12,19,77,19,24
YBR158W,101,3946,83,958,57,523,82,803,135,20,141,18,91,3,218,7,84,136,138,98,141,522,159,128
YBR111W-A,181,1266,28,414,21,235,30,317,204,74,176,127,121,21,201,60,145,162,171,146,153,567,217,139
YBR126W-B,1,4,2,4,3,3,1,3,1,1,3,1,1,2,5,2,2,0,5,0,1,11,2,1
YBR229C,184,5711,227,1152,95,867,130,1048,337,138,375,291,142,60,317,121,352,436,283,313,306,1691,293,310
YBR042C,46,2246,26,544,12,349,24,522,203,6,145,13,88,4,164,5,76,162,102,120,144,565,145,158
YBR150C,129,3642,53,783,62,459,41,590,205,5,191,16,101,3,169,6,140,209,187,169,135,676,170,157
YBR298C,61,1136,56,363,48,243,60,379,107,6,137,9,86,14,193,9,34,38,95,66,123,391,213,96
YBR143C,681,23978,430,5632,378,4249,367,6248,2450,600,1603,1297,940,500,1881,1015,905,1823,1163,1494,1545,9428,1702,2105
YBR014C,163,2708,81,770,37,715,45,934,686,107,369,206,181,50,314,112,226,272,253,280,233,1550,244,398
YBR259W,52,1876,30,461,35,280,39,388,100,3,118,11,63,10,113,3,91,92,81,105,132,574,160,137
YBR060C,23,1409,46,287,22,198,43,333,37,7,30,10,13,1,23,6,24,23,24,27,25,123,17,28
YBL034C,26,2361,86,431,38,352,79,532,69,8,48,7,35,1,61,11,15,33,41,37,53,260,53,86
YBR212W,21,1518,60,238,22,185,43,230,18,12,22,6,12,1,21,3,6,15,16,5,11,74,18,11
YBR071W,17,2140,98,411,23,204,42,353,37,3,49,15,13,0,22,9,14,26,42,19,14,101,27,38
YBL074C,20,789,11,195,12,124,16,182,30,3,28,1,17,2,26,2,21,46,17,22,23,147,30,53
YBL107C,30,1236,38,261,26,209,22,305,79,12,45,28,29,3,46,13,34,58,29,31,34,255,28,55
YBR097W,203,4294,92,1076,79,609,59,861,292,9,309,35,138,10,336,21,198,287,251,216,272,1252,323,325
YBR136W,83,4463,138,852,68,568,102,756,199,19,196,15,100,6,180,12,88,171,108,156,189,866,187,213
YBR039W,501,18804,908,4880,552,3687,605,5150,2374,848,1187,1517,715,590,1307,956,557,948,829,958,1003,5588,1086,1328
YBL089W,42,1207,21,302,19,157,15,241,72,5,47,4,41,0,84,4,42,68,63,49,77,315,81,81
YBL067C,130,8344,192,2035,127,1216,158,1752,541,101,408,183,147,46,303,92,200,234,310,317,240,1616,283,326
YBR270C,7,605,12,135,6,110,13,139,33,0,29,8,14,1,36,4,18,26,13,22,22,141,27,37
YBR087W,98,3480,59,864,38,687,32,978,407,39,240,70,121,22,269,45,161,221,187,257,239,1084,243,339
YBR121C,400,22064,770,5053,661,4376,598,5697,1728,800,1460,1645,956,937,1871,1645,599,1159,872,1005,1461,9044,1460,1844
YBR026C,518,5758,440,1402,127,930,92,1224,2621,661,1039,1268,288,192,451,327,542,735,533,468,235,1485,294,354
YBR197C,11,813,6,183,6,126,21,204,20,0,18,5,11,1,8,3,4,10,6,10,24,96,8,33
YBR027C,2,10,0,6,1,2,1,3,3,0,1,0,0,1,1,0,0,1,2,0,1,6,0,0
YBR177C,44,4680,184,1116,77,884,92,1219,205,68,120,79,52,39,120,47,46,74,71,71,93,616,92,140
YBR176W,70,2263,29,563,21,373,17,421,162,17,114,44,76,7,121,19,80,188,122,158,123,736,135,184
YBR230W-A,191,758,168,205,69,207,96,179,454,171,238,296,153,86,254,189,296,335,246,212,185,974,210,224
YBR090C,75,798,23,272,22,230,15,232,199,14,99,25,84,16,88,18,128,85,99,71,115,549,129,96
YBR044C,112,4206,112,892,47,560,60,781,222,49,224,90,93,20,212,37,116,227,128,149,127,814,157,181
YBL068W,121,6308,73,1417,60,978,58,1229,353,93,212,106,146,58,244,79,124,174,168,155,181,893,199,265
YBR216C,67,2853,70,777,26,339,32,673,155,6,156,15,88,5,163,4,69,113,118,131,116,656,146,208
YBR271W,124,3715,39,950,41,610,36,682,217,15,159,40,166,5,228,6,149,262,158,191,236,994,266,247
YBR084W,607,19928,528,4722,561,2982,517,4862,1702,583,1541,1289,1122,1025,2353,1637,856,1611,1101,1335,1994,10123,2244,2397
YBR065C,62,1644,12,384,14,285,30,397,92,5,109,16,54,4,162,7,83,119,81,92,104,571,166,165
YBR245C,68,7469,205,1671,143,1054,170,1747,230,51,243,101,123,40,365,46,150,185,161,175,268,1385,250,318
YBR085W,4,110,4,17,0,9,2,25,12,0,2,2,13,1,8,1,2,12,5,5,8,18,3,9
YBR059C,28,3788,122,898,74,625,155,1077,111,14,75,12,53,7,98,10,29,40,25,23,55,346,52,90
YBR068C,615,27834,592,6817,695,6731,751,9417,1350,40,1433,79,1600,40,2869,73,887,1278,1423,1295,2649,11705,3187,2846
YBR285W,4,166,23,54,2,34,4,53,20,3,18,11,4,0,13,1,16,13,18,7,0,35,9,4
YBR041W,34,2755,70,653,45,503,38,649,201,20,139,33,73,15,149,19,52,102,76,95,150,697,163,174
YBR252W,97,2981,65,771,80,915,48,932,431,117,215,177,234,107,269,176,205,331,199,217,326,1844,334,327
YBL082C,24,2126,36,535,45,385,35,430,152,49,82,53,55,28,91,41,37,77,68,70,89,448,77,110
YBL002W,62,5904,133,1120,107,1461,152,2239,114,20,59,22,101,18,129,31,64,72,66,74,112,782,119,180
YBL098W,416,2496,87,602,49,514,46,701,701,271,561,534,305,204,502,340,658,688,575,478,455,2334,532,496
YBR117C,11,155,6,20,2,24,6,43,41,15,18,16,11,7,7,7,17,11,18,9,6,43,8,15
YBR214W,23,436,38,60,12,76,25,104,26,7,20,2,10,1,17,0,13,5,5,3,10,39,8,5
YBR169C,210,6212,278,1372,70,1034,72,1238,684,98,519,198,132,32,283,81,385,260,385,243,165,1047,177,266
YBR207W,855,12211,336,3123,136,1637,140,1930,1119,121,1000,235,380,31,757,49,906,1103,913,831,741,3201,795,736
YBR155W,17,2387,42,509,36,261,49,548,73,17,27,35,29,0,46,15,12,33,24,58,38,273,44,77
YBL106C,39,1366,39,267,16,185,45,278,82,8,83,16,41,9,106,14,62,72,57,49,88,386,127,69
YBR237W,26,1905,76,460,37,295,58,520,89,2,93,9,54,6,98,4,21,58,51,114,83,433,85,107
YBR193C,7,759,13,195,13,143,5,215,14,0,10,3,19,3,13,1,8,9,10,3,5,63,6,12
YBR149W,136,4588,460,1258,143,891,152,1348,1108,284,414,450,135,104,234,195,147,193,213,197,188,877,155,240
YBL063W,34,2408,61,467,35,336,39,452,102,4,97,18,46,8,144,10,65,104,71,64,85,558,113,120
YBL029C-A,50,1155,66,344,29,352,41,420,128,11,112,27,71,14,132,20,65,93,89,71,62,481,99,117
YBR147W,53,524,15,110,7,70,6,63,61,4,69,6,32,0,69,1,54,43,59,27,57,166,41,17
YBR246W,18,2384,56,577,43,449,28,565,90,7,41,16,45,14,77,4,29,60,28,42,59,357,59,97
YBR002C,8,964,15,343,17,158,12,427,42,1,33,6,26,2,51,4,14,40,26,39,31,191,40,106
YBR023C,356,13970,287,2886,159,1637,178,2014,706,82,602,138,271,32,583,54,419,601,415,478,513,2313,526,609
YBL088C,151,8379,278,1702,126,963,224,1353,317,40,325,73,204,25,360,31,206,292,241,222,308,1378,312,354
YBL064C,66,2528,130,772,51,651,41,906,334,89,115,118,49,20,74,46,73,102,89,83,70,543,79,107
YBL007C,95,11266,527,2174,285,2036,379,2840,438,137,368,269,208,85,375,174,184,299,242,207,400,2308,377,399
YBL093C,53,1542,20,379,27,281,26,471,108,12,107,41,59,16,141,24,48,84,68,73,90,446,118,119
YBL091C,73,3954,166,1011,100,741,108,1049,459,142,170,210,147,125,226,150,160,227,107,162,286,1555,161,248
YBR142W,102,10280,215,2332,155,1498,255,2382,264,60,225,107,220,38,471,74,129,302,179,285,300,2068,384,485
YBR047W,12,1423,22,455,9,213,9,420,55,7,18,7,9,0,27,1,6,24,12,27,15,182,19,67
YBR238C,9,572,5,98,6,76,13,169,12,0,7,0,6,0,6,2,9,3,2,9,7,32,15,11
YBR067C,382,12727,593,2234,112,596,141,691,431,439,409,263,92,52,147,107,407,453,317,279,144,593,104,107
YBR010W,980,27767,751,7968,783,9691,640,11148,3559,347,2023,712,2016,421,3465,575,1626,1956,1707,1823,2869,14915,3474,3240
YBL054W,9,1878,37,262,21,171,38,328,14,0,13,8,11,0,16,5,3,17,8,15,10,74,17,33
YBL060W,75,2054,26,444,34,279,18,367,176,9,116,27,64,4,113,13,101,166,97,112,123,556,124,121
YBR025C,273,20760,760,5761,498,3858,558,6581,1527,416,803,918,469,466,1050,746,429,803,472,685,743,5796,796,1282
YBR230C,84,3251,307,761,80,491,112,683,161,94,83,87,58,19,39,34,81,120,92,98,53,335,41,84
YBL027W,335,20920,559,5185,457,3536,462,6587,2226,641,932,1294,700,566,1299,1211,371,835,543,666,903,5415,1105,1429
YBR261C,23,2746,57,746,35,449,42,811,217,46,76,53,80,25,122,41,36,65,43,72,99,521,74,151
YBR034C,100,12427,135,3020,138,1653,92,2633,350,40,142,54,129,20,211,47,64,193,160,204,121,1007,164,345
YBR101C,830,24169,325,5615,159,4880,134,5708,2167,115,1202,172,611,30,880,44,1296,1605,1096,1165,847,7886,842,1489
YBL010C,8,1337,21,335,19,191,9,298,55,8,33,6,32,2,30,3,9,36,16,36,32,201,37,61
YBR053C,140,1454,77,357,29,272,29,299,489,137,285,241,101,34,144,82,227,256,248,167,160,697,175,125
YBL059C-A,238,3019,84,881,25,448,35,747,484,127,508,402,163,85,388,142,280,465,421,399,257,1447,408,362
YBR255C-A,12,478,21,101,6,89,8,146,15,5,9,4,12,0,13,10,8,15,14,25,9,66,9,25
YBL042C,128,4890,197,1104,258,1164,300,1713,565,9,404,15,494,10,842,23,235,189,241,191,942,1543,890,458
YBL039C,561,24427,266,5928,303,3971,339,6053,1475,235,1042,539,841,241,1623,418,732,1706,922,1491,1351,8653,1580,2110
YBR217W,116,943,17,206,16,147,9,211,100,5,87,19,80,4,135,12,104,96,90,89,116,416,127,79
YBL003C,279,13483,453,4707,544,6022,491,8469,2128,261,1069,583,1049,400,1796,855,372,823,728,971,1356,10864,1581,2491
YBR069C,1839,47532,792,10416,613,6777,542,7162,2791,142,2177,221,1528,57,2324,83,1687,2569,1664,1641,2102,8928,2007,1869
YBR056W-A,19,752,34,193,40,195,30,311,154,4,85,12,56,1,97,10,39,61,72,35,116,244,78,47
YBR009C,321,16762,267,3537,300,3427,299,5530,701,91,539,264,455,74,927,212,442,602,534,586,789,4285,950,1184
YBL038W,174,5514,89,1448,61,969,85,1255,693,137,429,244,321,66,471,87,272,440,349,360,439,2331,389,454
YBR056C-B,1,17,0,12,0,4,1,6,3,1,1,2,1,0,1,0,1,3,0,1,1,9,0,1
YBR081C,181,7876,249,1578,127,1181,215,1648,328,13,385,47,185,9,488,27,265,385,305,362,452,2201,429,448
YBR007C,14,643,14,156,9,87,16,143,29,0,11,4,8,1,20,1,11,23,9,11,8,104,17,18
YBR146W,67,3578,150,898,43,599,57,1060,261,65,116,113,81,39,76,80,57,119,93,103,57,654,75,136
YBR171W,47,2610,56,586,22,497,34,590,137,19,61,33,44,16,70,32,51,67,55,70,71,556,36,89
YBL028C,84,3469,40,907,57,703,43,932,187,21,154,81,184,43,370,66,110,277,161,269,316,1611,411,347
YBR135W,2,499,18,111,12,88,10,193,28,1,5,3,2,5,10,0,0,8,5,8,8,62,10,6
YBR264C,10,638,42,192,15,118,10,184,41,10,47,21,15,6,46,15,22,43,38,27,32,165,33,46
YBR043C,204,4322,115,1000,58,595,70,798,348,30,356,46,156,12,343,20,215,242,311,258,252,1058,356,223
YBL059W,18,1165,23,349,15,140,11,277,108,20,74,36,29,2,51,7,55,53,63,82,39,317,71,80
YBR131W,15,1355,30,272,27,215,15,315,75,1,33,5,49,0,59,3,29,53,33,45,58,267,44,74
YBR233W-A,18,581,8,158,14,114,14,190,72,21,49,34,31,12,71,17,47,78,39,60,59,373,119,90
YBR092C,0,640,11,100,7,87,5,113,22,0,11,6,15,1,7,5,4,9,3,7,16,68,7,10
YBR126C,542,4520,375,1154,411,2203,374,2232,1325,193,1079,435,1042,156,1644,238,662,437,765,315,1447,3729,1381,655
YBR057C,48,2424,37,612,33,419,57,641,97,8,74,10,38,4,88,7,33,62,47,98,54,340,63,86
YBR086C,48,5135,300,865,149,799,210,1159,113,58,74,38,58,25,104,38,55,83,74,45,62,414,75,114
snR56,33,451,91,211,123,326,151,277,26,5,31,10,108,8,149,14,12,47,52,42,157,845,218,144
YBR281C,137,5388,112,1099,56,640,76,813,309,32,241,61,181,23,296,24,183,243,201,230,240,971,284,265
YBL103C,30,2297,51,485,34,359,40,428,81,4,43,10,45,0,67,3,25,53,25,45,49,200,46,61
YBR159W,412,6145,153,1665,70,1165,89,1522,1190,205,769,463,431,159,681,246,538,891,661,690,649,3413,757,754
YBR118W,8299,331810,18054,78171,16818,68184,13486,95571,105970,27801,20135,48148,26519,32686,42177,52662,14845,29663,26496,23063,37529,228652,37951,51157
YBL004W,538,28026,728,5850,665,3950,877,6528,920,201,1083,368,918,169,1882,340,527,1301,747,1119,1589,8706,1833,2021
YBR163W,29,1172,46,293,16,204,33,366,85,10,48,41,39,16,68,10,28,58,46,44,50,307,69,76
YBL013W,1,631,20,171,12,89,17,94,14,2,17,4,8,1,12,1,4,8,15,4,8,49,8,13
YBL112C,3,143,8,34,6,16,2,18,8,0,2,2,1,1,6,0,2,7,1,5,3,26,1,0
YBR231C,31,1405,7,288,9,191,8,237,75,12,44,12,27,4,44,13,42,45,32,23,20,169,21,50
YBL066C,34,4362,162,774,67,483,93,787,70,4,47,5,33,2,32,8,31,41,37,23,33,218,35,54
YBR008C,65,7083,71,2203,39,1597,25,1690,117,18,88,39,84,19,133,19,76,329,98,277,140,1978,74,411
YBL015W,3857,46758,1210,9389,354,3386,361,3540,5766,1388,4150,2609,1206,267,1770,329,4914,4716,3841,2956,1789,5838,1706,1244
YBR038W,59,3270,87,611,46,420,48,759,113,28,93,45,45,5,75,15,53,90,77,58,68,367,71,136
